datetime,N_PM25,LC_PM25
2018-12-12 20:00:00+00:00,17.4,18.28571510314941
2018-12-12 21:00:00+00:00,16.0,19.428571701049805
2018-12-12 22:00:00+00:00,15.7,23.28571510314941
2018-12-12 23:00:00+00:00,14.2,23.428571701049805
2018-12-13 00:00:00+00:00,19.6,23.571430206298828
2018-12-13 01:00:00+00:00,19.6,23.71428680419922
2018-12-13 02:00:00+00:00,18.9,21.428571701049805
2018-12-13 03:00:00+00:00,18.1,20.85714340209961
2018-12-13 04:00:00+00:00,18.8,17.428571701049805
2018-12-13 05:00:00+00:00,18.1,24.714284896850582
2018-12-13 06:00:00+00:00,20.3,25.571428298950195
2018-12-13 07:00:00+00:00,20.7,24.85714340209961
2018-12-13 08:00:00+00:00,27.2,23.28571319580078
2018-12-13 09:00:00+00:00,24.4,29.0
2018-12-13 10:00:00+00:00,20.9,24.428571701049805
2018-12-13 11:00:00+00:00,16.4,31.28571510314941
2018-12-13 12:00:00+00:00,15.7,23.85714340209961
2018-12-13 13:00:00+00:00,14.0,39.14285659790039
2018-12-13 14:00:00+00:00,13.6,28.57142639160156
2018-12-13 15:00:00+00:00,12.8,28.14285659790039
2018-12-13 16:00:00+00:00,10.0,20.28571510314941
2018-12-13 17:00:00+00:00,9.5,18.0
2018-12-13 18:00:00+00:00,9.2,17.571428298950195
2018-12-13 19:00:00+00:00,10.3,13.571429252624512
2018-12-13 20:00:00+00:00,8.8,14.714284896850586
2018-12-13 21:00:00+00:00,14.9,7.571429252624512
2018-12-13 22:00:00+00:00,18.8,10.857142448425291
2018-12-13 23:00:00+00:00,12.2,9.285715103149414
2018-12-14 00:00:00+00:00,14.1,10.85714340209961
2018-12-14 01:00:00+00:00,12.1,9.571428298950195
2018-12-14 02:00:00+00:00,13.4,16.85714340209961
2018-12-14 03:00:00+00:00,13.0,15.14285659790039
2018-12-14 04:00:00+00:00,13.1,14.57142734527588
2018-12-14 05:00:00+00:00,12.8,17.428571701049805
2018-12-14 06:00:00+00:00,16.2,11.714284896850586
2018-12-14 07:00:00+00:00,19.6,14.14285659790039
2018-12-14 08:00:00+00:00,25.6,14.857141494750977
2018-12-14 09:00:00+00:00,21.4,13.28571319580078
2018-12-14 10:00:00+00:00,15.2,16.571428298950195
2018-12-14 11:00:00+00:00,13.0,22.428571701049805
2018-12-14 12:00:00+00:00,11.4,28.857141494750977
2018-12-14 13:00:00+00:00,11.3,34.71428680419922
2018-12-14 14:00:00+00:00,12.5,24.000001907348636
2018-12-14 15:00:00+00:00,13.1,15.428569793701172
2018-12-14 16:00:00+00:00,13.6,14.57142734527588
2018-12-14 17:00:00+00:00,11.6,11.571428298950195
2018-12-14 18:00:00+00:00,13.9,12.285714149475098
2018-12-14 19:00:00+00:00,15.5,19.14285659790039
2018-12-14 20:00:00+00:00,16.0,22.571428298950195
2019-04-11 17:00:00+00:00,18.5,23.5
2019-04-11 18:00:00+00:00,18.9,22.08333396911621
2019-04-11 19:00:00+00:00,18.0,25.25
2019-04-11 20:00:00+00:00,18.4,28.749998092651367
2019-04-11 21:00:00+00:00,19.3,29.0
2019-04-11 22:00:00+00:00,20.2,27.83333396911621
2019-04-11 23:00:00+00:00,20.1,27.16666603088379
2019-04-12 00:00:00+00:00,18.7,25.833335876464844
2019-04-12 01:00:00+00:00,18.0,33.41666793823242
2019-04-12 02:00:00+00:00,18.3,28.66666603088379
2019-04-12 03:00:00+00:00,20.0,31.749998092651367
2019-04-12 04:00:00+00:00,21.1,27.916667938232425
2019-04-12 05:00:00+00:00,28.4,27.33333396911621
2019-04-12 06:00:00+00:00,26.1,27.0
